Track,Album Name,Artist,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,Year,Month
I KNOW,I KNOW Official Music Video,Travis Scott,USSM22301758,4225,20.5,531292995,1,39,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,True,2024,January
Blinding Lights,Blinding Lights,xSyborg,QZLBC2302779,4229,20.5,-2147483648,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,False,2021,March
Feel This Moment,Greatest Hits,Pitbull,USRC11201328,4243,20.5,687212492,158127,52673092,74.0,830074389,3735861,112554,51638369,388454078,264030016,49.0,1411,199,31.0,46407,11.0,323641777,173661,"15,618,720",10452280,False,2009,January
Ocean Drive,Ocean Drive,Duke Dumont,GBUM71504503,4246,20.5,624262344,152117,23361260,68.0,139990813,953527,30003,5605679,61873397,41851,180.0,56327,34,50.0,357747,3.0,70073404,48317,"15,506,367",13112923,False,2015,July
Love Story,Love Story,Disco Lines,USUG12003755,4224,20.5,18566967,7400,851076,40.0,1349513,12007,4189200,555006842,-2147483648,144,3.0,1230,0,1.0,1331,0.0,695957,653,0,86559,False,2020,September
Feel Special,Feel Special,TWICE,US5TA1900074,4251,20.5,361382812,27358,7905495,64.0,607728749,5763424,45456,31985856,277620586,77718925,32.0,1147,8,7.0,65007,12.0,2155171,5260,0,392812,False,2019,September
Me Porto Bonito Remix,Me Porto Bonito Remix,ELITE Djs,QZW9K2261810,4357,20.5,0,10,359,7.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,False,2022,October
Goin Baby,Baby On Baby,DaBaby,USUM71902960,4248,20.5,225260644,51066,7548486,53.0,75234764,918947,35536,6376897,55987733,2015013,11.0,3,0,7.0,27786,5.0,43493680,29264,"51,300,270",357955,True,2019,March
Stay With Me,Stay With Me with Justin Timberlake Halsey Pharrell,Calvin Harris,GBARL2201570,4242,20.5,142927322,32810,11080526,56.0,11242174,91853,650,220765,4614852,164246,42.0,122408,57,44.0,699913,34.0,694551,946,0,1773915,False,2022,July
Famous Friends,Famous Friends,Chris Young,USRN11900062,4235,20.5,177734775,25580,8683788,60.0,37838695,220814,22259,7070216,62353303,93781468,36.0,313376,180,5.0,90079,23.0,94945469,14994,0,651327,False,2020,November
To the Bone,Flying Solo,Pamungkas,FR2X41995983,4221,20.5,442614126,39861,12416351,72.0,461577619,2914234,912650,149476116,1424731067,45212529,10.0,3292,0,0.0,0,0.0,0,0,0,403782,False,2019,June
Turn Me On feat Vula,Turn Me On feat Vula,Riton,GBCEN1900052,4230,20.5,399276193,102234,31645383,64.0,60323387,518058,34167,3411947,36313288,44798495,114.0,130822,25,76.0,736094,15.0,3432852,1375,0,5471296,False,2019,September
Alkool,Alkool,Melinda Ademi,GX7852400218,4227,20.5,1761843,311,304790,0.0,26145236,114630,0,0,0,0,1.0,0,0,0.0,0,0.0,0,0,0,20972,False,2024,April
Come Through feat Chris Brown,Come Through feat Chris Brown,H E R,USRC12100712,4238,20.5,172986367,40246,8921857,56.0,103030772,1128489,21608,2875398,26458622,22239303,72.0,101246,156,25.0,89707,36.0,93062258,18391,0,1353202,True,2021,April
Mi Ni,Mi Ni,Wisin,QMBZ92014731,4234,20.5,400985699,62355,13993469,60.0,251851094,1816301,0,0,0,12732039,58.0,24906,46,18.0,148048,16.0,12216631,2063,0,985993,False,2020,September
Pretty Girls,Pretty Girls,Frenna,NLG662400072,4252,20.5,28452972,6696,5408775,69.0,3402827,17861,0,0,0,2606582,7.0,3986,0,9.0,464315,0.0,227,0,0,49939,False,2024,March
In This Darkness,In This Darkness Single,Clara La San,QZFZ62368273,4241,20.5,138987928,27997,4821947,5.0,56123070,521760,82593,21715531,125057113,101,1.0,33,0,1.0,245,0.0,392407,3890,0,952142,False,2023,January
Gangsta s Paradise feat L V,Get Ur Freak On R B Anthems,Coolio,USRH11200639,4254,20.5,1666699743,183,49151,0.0,1537876575,12732846,0,0,0,411493809,0.0,0,0,0.0,0,0.0,0,0,0,0,False,2012,November
Mama with Skilla Baby Tay B,Mama with Skilla Baby Tay B,Rob49,USA2P2330132,4240,20.5,15885603,5781,2276683,53.0,9303252,103569,26380,2629769,17072834,0,4.0,49615,111,2.0,683267,3.0,4964003,2127,"4,147,498",692423,True,2023,August
I m A Star From Wish,I m A Star From Wish,Wish Cast,USWD12328243,4249,20.5,15085389,1102,7158675,0.0,259533,2536,659400,688861,16745620,0,8.0,14,0,1.0,18,0.0,285437,539,0,25910,False,2023,November
Unknown,Single,Unknown,THSOH2302594,4222,20.5,4943057,1054,162895,46.0,127116431,446428,433600,9609256,140922309,0,0.0,0,0,0.0,0,0.0,0,0,0,13291,False,2023,April
Sundress,Sundress,A AP Rocky,USRC11803252,4256,20.5,595930584,153078,26248264,80.0,47780609,656845,14062,4253139,37094174,162174,27.0,18,0,45.0,131564,12.0,1764060,6670,0,903716,True,2018,November
But I Got A Beer In My Hand,But I Got A Beer In My Hand,Luke Bryan,USUG12302602,4255,20.5,36475819,6175,3480683,53.0,1589418,14475,2242,488118,8897673,0,15.0,123864,30,4.0,170912,19.0,30257772,3927,0,206562,False,2023,May
No Friends In The Industry,Certified Lover Boy,Drake,USUG12104408,4267,20.4,219008713,75763,15186307,62.0,45087615,436734,18678,7831496,99452041,21726724,38.0,4525,77,8.0,137842,8.0,32145840,6808,0,618189,True,2021,September
Lahore Brand,Lahore Brand Single,Mazhar Rahi,TCAGE2246215,4278,20.4,49081,17,211,14.0,3815187,25561,2500670,17004348,258152598,0,0.0,0,0,0.0,0,0.0,0,0,0,8894,False,2022,May
Clouded,Fuck The World,Brent Faiyaz,QM24S1927163,4264,20.4,556176640,86180,14946584,75.0,53515473,406554,59652,39850870,203313460,0,21.0,48,6,1.0,5286,1.0,15516583,12748,"15,539,564",478489,True,2020,February
Unknown,Single,YOASOBI,JPP302200613,4265,20.4,140194014,16841,3520046,58.0,180515322,910440,32900,3919101,80078422,80802280,12.0,877,0,2.0,7643,2.0,406213,115,0,196568,False,2022,October
Mua,Mua,Barracca Republic,USCGH2142682,4261,20.4,3739,1,3,1.0,0,0,4300000,27781327,504872722,0,0.0,0,0,0.0,0,0.0,0,0,0,0,False,2021,January
Day N Nite nightmare,Day N Nite,Kid Cudi,USUM70957500,4277,20.4,836986096,185976,32031700,64.0,348950018,2261189,27380,12146399,87179494,217960715,90.0,16944,205,17.0,219233,5.0,675329188,430587,"3,925,477",2984024,True,2009,January
El Gavil,El Gavil n Si,Luis R Conriquez,USANG2216030,4282,20.4,350440369,24886,11413202,72.0,92967556,709386,52200,11077840,128910215,0,11.0,21,0,3.0,330705,5.0,13224203,1933,0,264907,False,2022,October
Shootout,Shootout,Izzamuzzic,US3DF2266823,4276,20.4,130356067,36554,7213291,63.0,47933349,701867,392301,96942439,912236577,0,12.0,1356,3,0.0,0,3.0,0,0,0,2634134,False,2022,June
La kiffance,La kiffance,Naps,FR10S2128331,4271,20.4,224163089,45837,4034090,60.0,250952705,1213244,168782,41456214,443031452,3155590,43.0,16408,0,20.0,1758780,10.0,0,0,"959,148",1206078,True,2021,February
Tak Ingin Usai,Tak Ingin Usai,Keisya Levronka,IDUM72200112,4281,20.4,265767551,15498,5060429,63.0,154689466,1539974,609748,273895600,-2147483648,45889,16.0,5371,0,0.0,0,0.0,0,0,0,223331,False,2022,May
Gimme Love,Gimme Love Channel Tres Remix,Joji,ZZOPM2002154,4262,20.4,379518360,101883,12544781,21.0,127485188,2075278,289937,104902966,653804560,446457,26.0,3011,18,18.0,56573,12.0,2680360,5712,0,575207,False,2020,April
Wet She Got That,Wet,YFN Lucci,USUYG1297281,4275,20.4,93229994,24779,2554563,44.0,143927230,1205650,2540017,233884067,1572821812,2689828,14.0,4051,0,8.0,9537,1.0,64655444,33582,0,602271,True,2020,February
Body,Body,Russ Millions,GBAHS2100158,4272,20.4,139377440,67820,5628995,55.0,121680881,2182395,357406,235829803,1968763986,96246226,25.0,5527,0,7.0,56816,0.0,142285,815,0,2656896,True,2021,March
VOID,VOID,Melanie Martinez,USAT22220418,4259,20.4,121386649,17170,3091212,56.0,36712138,1221832,136234,45708060,399701698,4725463,25.0,25855,16,12.0,200710,11.0,2154605,3196,"2,224,291",232347,False,2023,March
Lose It,Lose It,Through Fire,USYFZ2327704,4273,20.4,301362,311,34870,18.0,226550416,1992781,16,1337,17823,267731462,2.0,2856,5,0.0,0,0.0,384522,0,0,0,False,2023,February
Mercury Retrograde,Hexada,Ghostemane,TCADG1741539,4279,20.4,333141510,89320,8824592,66.0,598853994,8509686,27645,10827772,95172888,5354323,5.0,26,0,5.0,22479,0.0,13402631,23519,0,2175482,True,2017,September
Love You Miss You Mean It,Love You Miss You Mean It,Luke Bryan,USUG12401524,4274,20.4,8943283,1202,10551304,0.0,0,0,0,0,0,0,15.0,15198,4,3.0,327756,10.0,9230202,849,"40,328",42299,False,2024,April
Last Night Lonely,Last Night Lonely,Jon Pardi,USUM72200664,4269,20.4,134725621,19072,2970003,65.0,22650713,114566,3344,1325349,14258097,255579464,8.0,193502,171,4.0,132683,18.0,70178744,2712,0,369402,False,2022,February
MONEY ON THE DASH SPED UP,MONEY ON THE DASH,Elley Duh,QZLBC2201771,4268,20.4,179176296,41284,34923502,76.0,0,0,37300,12038876,156208048,0,3.0,464,0,10.0,212366,4.0,37491,215,0,400805,False,2023,January
breathin,Sweetener,Ariana Grande,USUM71808582,4258,20.4,633631183,43387,15890645,64.0,445027001,5513277,13920,14375409,118002159,153280685,50.0,77909,78,16.0,187289,9.0,146212559,57665,0,36891,True,2018,August
Every Night,Volcano,Jungle,QM4TX2336325,4270,20.4,5503365,1424,893924,49.0,139900760,1292201,96,206736,2585272,0,1.0,96,0,0.0,0,0.0,64816,17,0,0,False,2023,August
Cracker Island feat Thundercat,Cracker Island feat Thundercat,Gorillaz,GBAYE1901301,4263,20.4,98108741,40658,4088272,56.0,67381975,1403327,24543,8976403,140878884,854250,14.0,51359,65,8.0,57196,24.0,7004275,2838,0,451491,False,2022,June
It s a beautif,It s a beautif,Trinix,FRDKW2208796,4266,20.4,49155460,20079,3448518,57.0,55753855,819754,535200,70722843,1079671427,0,7.0,1291,0,18.0,200594,0.0,0,0,0,1377954,False,2022,December
i m so tired,i m so tired,Lauv,GBKPL1933763,4260,20.4,885986482,82322,17357820,66.0,221704345,2249771,17847,8977069,39158457,243204799,76.0,46352,71,34.0,780991,17.0,31530526,19559,"5,865,868",2767586,False,2019,January
Gata Only Remix,Gata Only Remix,FloyyMenor,QZNB82432154,4280,20.4,3870862,683,16135127,67.0,0,0,0,0,0,0,13.0,63,0,2.0,344686,46.0,92898,38,330,14635,True,2024,June
redrum,american dream,21 Savage,USSM12309186,4257,20.4,428233003,2814,926379,0.0,0,0,0,0,0,0,30.0,18,0,0.0,0,0.0,0,0,0,0,False,2024,January
Smoke Gets in Your Eyes,Music Legends The Platters The Legendary Band of R B and Soul Music,The Platters,FR6F32335350,4745,20.3,106782384,1,25,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,False,2024,April
so american,GUTS spilled,Olivia Rodrigo,USUG12401532,4300,20.3,76917797,4045,11594722,0.0,5848948,136847,0,0,0,24636245,8.0,456,81,6.0,361734,7.0,725334,1228,"170,068",0,True,2024,March
Bus 11 John Falke Remix,Uyku EP Remixes,Colouour,DEEC33500883,4314,20.3,9897,38,1473,1.0,256358241,559022,0,0,0,0,0.0,1,0,0.0,0,0.0,0,0,0,199,False,2023,January
Love Galore,Love Galore,SZA,USRC11700886,4313,20.3,817054014,105515,29991191,71.0,211546057,1832143,24952,14991486,63600775,20771301,204.0,30527,27,46.0,380092,60.0,200840895,102325,0,3518675,True,2017,April
Takeaway,World Wide Joy Takeaway,The Chainsmokers,USQX91901353,4305,20.3,630875899,83848,18713760,64.0,245967184,2535205,81557,9566647,45789592,251834799,68.0,4056,0,33.0,1063865,27.0,22424470,8924,"2,384,030",2215820,False,2019,July
Needed Me,ANTI Deluxe,Rihanna,QM5FT1600118,4308,20.3,1483572312,155595,58419207,77.0,308293523,2383831,46122,15942147,148422686,13709006,159.0,54013,186,34.0,724395,66.0,0,0,0,4076646,True,2016,January
NUMB,Unknown,XXXTENTACION,USUG11800453,4304,20.3,510136819,76921,16933150,67.0,201406793,2593226,159509,19500599,202031125,451443,5.0,50,0,6.0,152394,5.0,57812824,31756,"27,128,932",1643067,False,2018,March
Halo,I AM SASHA FIERCE Platinum Edition,Beyonc,USSM10804556,4309,20.3,1556326643,167145,91569550,68.0,311700550,2730131,443385,102283034,1532183215,22141311,213.0,101536,76,260.0,1596032,76.0,525376163,534859,0,8440483,False,2008,January
Aman G zel Yava,Aman G zel Yava,Haloday,TRCGH2300003,4295,20.3,110759507,16068,2956360,27.0,4697020,13304,434400,18043254,607056384,0,7.0,3358,0,2.0,1567383,0.0,0,0,0,515430,False,2023,June
Unknown,Single,Myriam Fares,FR10S2273417,4310,20.3,7383901,4008,539281,48.0,351810237,1815957,22200,3197303,87012540,726544,1.0,157,0,1.0,339,0.0,0,0,0,299561,False,2022,March
Body feat Cash Cobain,Body feat Cash Cobain,A Boogie Wit da Hoodie,USAT22402598,4302,20.3,5758887,1089,6768576,0.0,1641568,38579,0,0,0,381728,14.0,568,6,2.0,17925,31.0,749017,124,"503,531",0,True,2024,May
Aquel Nap ZzZz,VICE VERSA,Rauw Alejandro,USSD12100290,4286,20.3,231298627,49800,5948309,65.0,109250541,862054,711209,146307858,1133546129,4865954,24.0,1016,0,3.0,45211,7.0,10264013,3777,0,1241539,True,2021,June
Talk My Shit,Mr Beat The Road,BossMan Dlow,USQX92400857,4289,20.3,24834118,3438,38257716,0.0,12071403,97111,0,60180194,403343301,190202256,18.0,155,73,4.0,1103518,19.0,2692005,2921,0,247144,True,2024,March
Besos En Guerra,Besos En Guerra,Morat,ES5701700822,4298,20.3,584357975,45274,17822590,71.0,766215457,3618074,20714,7805933,56940681,3060918,28.0,10452,0,32.0,132229,12.0,1616279,1786,0,1326169,False,2017,November
Tucson Too Late,Bluebird Days,Jordan Davis,USUM72222730,4288,20.3,60355607,4814,13753161,68.0,4562833,30406,174,27038,458426,1708,9.0,148522,125,7.0,1599490,20.0,18526781,1310,0,206940,False,2023,February
SWIPE,SWIPE Single,ALYPH,SGUM72201016,4312,20.3,12383314,2946,205771,42.0,16319964,162244,1700011,132676197,1976747330,0,4.0,4203,0,1.0,4686,0.0,0,0,0,63034,False,2022,October
The Scientist,The Scientist,Coldplay,GBAYE0200772,4294,20.3,1903413912,239330,115908926,79.0,1864046384,10131009,136190,51824460,481408577,362415693,55.0,37545,38,217.0,1116370,79.0,0,0,"1,013,140",150106,False,2002,August
DAN ARINA feat Nicky Jam MC Pedrinho R,Cullinan,PEDRO SAMPAIO,BRWMB2200601,4301,20.3,100491006,20334,8731399,59.0,243709,3244,1501663,299220395,-2147483648,0,11.0,14565,0,26.0,270425,6.0,155438,0,"60,644",1111153,False,2022,May
Butter Pecan,Butter Pecan,YNW Melly,QMCE31801978,4284,20.3,101094621,22493,1649415,49.0,133295365,1087349,42102,3861611,23580335,1491333,2.0,7,0,1.0,4815,0.0,35665847,59897,"66,994,287",338559,True,2018,August
Back to the Beat,Back to the Beat,DJ TikTok,TCAEQ2022365,4293,20.3,539984,135,171397,0.0,0,0,5200000,14193719,344190472,0,0.0,0,0,0.0,0,0.0,0,0,0,2409,False,2020,January
Picky,Picky,Banda Corale,MXUM71602301,4290,20.3,575093,42,3697,4.0,1400964738,4498959,63,149,1188,294281400,0.0,1,0,0.0,0,0.0,0,0,0,255,False,2016,December
DEUTSCHLAND,DEUTSCHLAND,Rammstein,DEUM71900524,4296,20.3,460008347,82329,13735008,71.0,370078966,3950188,19061,2409531,46078194,4657006,43.0,6949,12,38.0,255480,23.0,8786361,5083,0,1215795,False,2019,March
Qu Onda Per,Qu Onda Per,Gerardo Coronel,QZDQH2301118,4307,20.3,58284482,7247,4706766,54.0,79995263,436574,297604,27563004,281657688,0,1.0,1561,16,0.0,0,3.0,35942085,9187,"741,427",507081,False,2023,February
Hot In It,Hot In It Single,Ti,CYA112001102,4306,20.3,220250463,46098,26666028,65.0,28716329,313494,3275,2514489,36501469,-2147483648,103.0,47231,828,49.0,789803,43.0,790930,635,0,957417,False,2022,June
Fazendinha,Bita e os Animais,Mundo Bita,BRYXJ1400006,4303,20.3,65098757,4912,1254932,58.0,1491394872,4114023,130713,2821294,38845573,195591,7.0,439,0,18.0,70785,2.0,6161,0,0,22219,False,2014,October
SHOOTING STAR,SHOOTING STAR,XG,JPB602104597,4311,20.3,125943110,14415,3931535,66.0,133114572,2137723,55724,33233076,249544778,12554352,7.0,1516,0,1.0,1353,5.0,215482,343,0,340269,False,2023,January
Te Felicito,Te Felicito,Gerardo Coronel,QZDQH2203589,4292,20.3,137113129,9970,6955914,59.0,97699857,553828,504053,47469092,687545420,0,3.0,2,13,0.0,0,1.0,35985420,7068,"986,181",0,True,2022,October
Ruper Jadu,Ruper Jadu,Alvee,FR96X2235010,4299,20.3,551388,109,15834,19.0,233792,1334,2506536,38397792,485996018,0,0.0,0,0,0.0,0,0.0,0,0,0,22303,False,2022,May
Uff Mi Amor,Uff Mi Amor,Lauty Gram,QZW9N2239197,4297,20.3,18611163,6073,830091,45.0,59202833,551627,1100000,87867033,1032933643,0,1.0,52,19,0.0,0,0.0,9343,0,0,199485,False,2022,December
Kill Bill,Kill Bill Official Video,SZA,USRV82300033,4291,20.3,1873746537,1,1,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,False,2023,January
ALMAS GEMELAS,ALMAS GEMELAS Single,Myke Towers,USWL12100336,4285,20.3,247133830,55046,10046042,67.0,159846081,855877,123897,55519162,423731008,19752293,43.0,3671,66,11.0,32605,14.0,8042376,1468,0,611867,False,2021,July
Saturno,Prometo,Pablo Albor,ES5151701359,4283,20.3,495063827,39662,20764682,71.0,802589099,5029647,233846,114459132,1106585781,83950692,5.0,6789,2,25.0,109263,26.0,5465835,7421,0,0,False,2017,June
Paulo Londra Bzrp Music Sessions Vol 23,Paulo Londra Bzrp Music Sessions Vol 23,Bizarrap,UYB282201026,4287,20.3,185316307,37273,6180389,59.0,168590700,5156460,0,0,0,1755128,11.0,6,36,6.0,110742,6.0,28833,0,"10,044",203241,True,2022,April
vice city,vice city,XXXTENTACION,USQX92105542,4343,20.2,111369377,60104,6976080,64.0,100696513,1725109,365,15618,198631,704154,4.0,108,2,4.0,132917,5.0,927112,1727,0,166343,True,2022,January
Your Heart Or Mine,Mr Saturday Night,Jon Pardi,USUM72211354,4329,20.2,129531779,14019,7342329,69.0,13125721,89641,2642,863627,12561121,57198,8.0,153263,144,1.0,87320,2.0,34744597,3651,"893,347",446529,False,2022,September
Alors on danse,Clubland Vol 5,Stromae,FRUM70902424,4315,20.2,676325288,186415,35955155,72.0,852637099,6839325,3675980,295839452,-2147483648,84125089,101.0,41253,0,106.0,1851545,16.0,20266654,96409,0,212724,False,2009,January
LosT,LosT Single,Bring Me The Horizon,GBARL2202050,4325,20.2,96922687,25703,6529841,63.0,22161743,344869,16627,2837050,23536012,1762760,19.0,26789,19,8.0,118282,25.0,611452,347,0,213968,True,2023,May
Check It Out,Check It Out,Parmish Verma,DGA052307798,4341,20.2,99237146,7075,3974177,67.0,113013875,1174863,784,18168,233947,16777928,6.0,125,0,0.0,0,14.0,0,0,0,125330,False,2023,June
SOLO,SOLO,JENNIE,KRA401800139,4339,20.2,622229689,39229,14905468,67.0,449312389,7193977,1262636,122133236,1166486496,4537253,21.0,6704,14,14.0,58126,16.0,7169594,12604,0,1499180,False,2018,November
Good For You,Good For You,Selena Gomez,USUM71508741,4342,20.2,701552110,49025,16106848,60.0,581362473,4012591,91650,19790131,155603416,237611619,120.0,289,130,31.0,160523,22.0,393712904,153528,0,5461184,False,2015,June
Sigues Con El,Sigues Con El,D melo,QMFME1942300,4331,20.2,582595821,71602,18990583,60.0,212809052,1189005,88219,11379520,121455982,16446365,44.0,17361,0,25.0,203043,35.0,84749488,14731,0,1294402,False,2019,December
Looking For The Hoes Ain t My,Hood Hottest Princess,Sexyy Red,QZSYP2342088,4317,20.2,68965021,11956,10611984,70.0,25701096,259974,402011,109732611,718409133,0,5.0,2386,2,0.0,0,8.0,5935978,7448,0,437612,True,2023,June
Jefe,Jefe,Ninho,FR9W12136756,4318,20.2,154120297,30813,3242257,61.0,152723183,900381,645100,15334102,204594753,72477851,33.0,6010,0,11.0,872242,7.0,0,0,0,802018,True,2021,December
Tip Toe feat French Montana,Nu King,Jason Derulo,USAT22400763,4340,20.2,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,8.0,0,0,0,3759625,False,2024,February
Vamp Anthem,Whole Lotta Red,Playboi Carti,USUM72024688,4332,20.2,291244404,103342,8912802,69.0,41936586,623466,49800,23797925,181718624,64980965,3.0,117,0,4.0,11374,0.0,978492,4994,0,361371,True,2020,December
Small Town Boy,Small Town Boy,Dustin Lynch,US58E1700584,4336,20.2,333982743,34123,5288629,61.0,266675091,1417694,24576,2184778,17970098,437206591,0.0,132781,22,3.0,3668,18.0,535628333,121546,0,0,False,2017,February
do re mi,do re mi,blackbear,USLD91700850,4335,20.2,619655619,78265,13525058,63.0,324660885,3726146,42097,10535986,42240263,44441336,46.0,2061,0,12.0,436480,0.0,205536930,219399,0,2220972,True,2017,March
You re Gonna Go Far Kid,Rise And Fall Rage And Grace,The Offspring,USSM10801605,4334,20.2,968810827,177742,38261812,77.0,336220628,2996719,14336,5321733,47328081,37161945,22.0,67246,5,22.0,477009,44.0,793391919,335263,"1,109,382",3522400,True,2008,June
Plug Walk,Plug Walk,Rich The Kid,USUM71800892,4324,20.2,653490628,122994,17631951,62.0,97882796,935978,98865,47072411,314775951,9983930,53.0,2194,149,16.0,79430,4.0,155675674,123401,0,1896071,True,2018,February
RON COLA,SATURNO,Rauw Alejandro,USSD12201168,4319,20.2,143542362,23633,7554457,60.0,13240486,121147,820900,125395199,1543849310,0,12.0,2144,12,4.0,33430,20.0,2758188,412,0,457002,True,2022,November
Hide Away,Hide Away,Daya,QM4ZV1500057,4327,20.2,493444344,48491,27331765,76.0,110108631,979538,669052,189101077,1951015670,11818751,63.0,8576,162,3.0,120251,11.0,315421399,132842,"2,353,027",4367770,False,2015,April
Unsteady,The Reason EP,X Ambassadors,USUM71400108,4344,20.2,663939688,87146,28385073,67.0,462058635,4042516,173337,25471805,215796397,2264375,47.0,18975,114,8.0,16394,15.0,414961857,257712,0,5432642,False,2014,January
Unknown,Unknown,Jah Khalib,RUA322205221,4322,20.2,14566339,6708,323589,48.0,173493536,555196,241540,14527098,166606107,0,7.0,1067,0,0.0,0,0.0,0,0,0,989901,False,2022,December
Fall in Love with You,Fall in Love with You Single,Montell Fish,QZNWR2164926,4320,20.2,342872540,67188,17442127,74.0,27027629,793123,233511,123098301,850439402,119747,10.0,72,0,7.0,21865,20.0,2613145,3132,0,611661,False,2021,November
Chamber Of Reflection,Salad Days,Mac DeMarco,QMMZN1300568,4321,20.2,728140057,201363,35839296,74.0,251014567,3365976,197935,125260763,918538689,5053171,39.0,2120,4,18.0,59095,7.0,19923286,21433,"15,522,068",2451463,False,2014,March
Watermelon Moonshine,Songs From Bell Bottom Country,Lainey Wilson,QMRSZ2201709,4338,20.2,129635815,17482,10666210,70.0,33423008,161494,13005,3420396,60524288,317974178,0.0,132594,20,1.0,2581,0.0,18931295,21657,0,0,False,2022,August
Tighten Up,Brothers Deluxe Remastered Anniversary Edition,The Black Keys,USNO12000172,4316,20.2,248857241,6774,776120,56.0,0,0,0,0,0,0,60.0,0,0,1.0,25712,7.0,446770841,91826,0,2135677,False,2020,December
Me Porto Bonito,Me Porto Bonito,Renzo Pianciola,QZTPX2259995,4420,20.2,1797039538,2,78,7.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,False,2022,September
CAN T SAY,ASTROWORLD,Travis Scott,USSM11806670,4323,20.2,601202311,140105,19353049,72.0,183455907,1802273,20378,10093459,75889595,24068983,16.0,42,0,11.0,128575,10.0,14735967,15523,0,1084361,True,2018,August
Think I m In Love With You,Think I m In Love Wi,Chris Stapleton,USUG12300474,4333,20.2,78855298,11118,19369779,0.0,6408371,103541,164,73093,1578390,151380225,9.0,12221,1,8.0,1745902,23.0,38384683,4122,"265,973",137222,False,2023,September
Pursuit Of Happiness nightmare,Man On the Moon The End of Day,Kid Cudi,USUM70981907,4330,20.2,789300127,189360,25658184,64.0,371080713,2632037,113602,39816397,378996312,35699431,58.0,2260,43,19.0,48063,16.0,441333494,633926,0,2754603,True,2009,January
Sprinter,25th Birthda,Central ce,AEA2M2372385,4729,20.2,675375297,12,254,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,True,2023,June
Do What I Want,The Perfect LUV Tape,Lil Uzi Vert,USAT21602372,4337,20.2,255776823,52690,9510227,58.0,135880617,1184950,5158,1815920,13186028,164150,18.0,146,0,4.0,14862,1.0,37931370,27805,"87,817,419",487907,True,2016,July
There I Go feat J Cole Mike WiLL Made It,There I Go feat J Cole Mike WiLL Made It,Gucci Mane,USAT22308234,4328,20.2,19690183,10081,2873893,48.0,8714858,141807,2835,513230,5082017,181694453,0.0,81064,659,0.0,0,0.0,0,0,0,0,True,2023,August
Mercy,I Love R B,Kanye West,USUM71203564,4326,20.2,396015053,93596,20357135,64.0,58003262,606430,15366,2379742,26586947,3288,56.0,446,3,16.0,79174,9.0,632560196,909184,0,5748041,True,2012,January
Tum Se From Teri Baaton Mein Aisa Uljha Jiya,Tum Se From Teri Baaton Mein Aisa Uljha Jiya,Sachin Jigar,INS182400341,4369,20.1,44619695,1561,8640326,73.0,46189870,250190,0,0,0,341756091,9.0,159,0,0.0,0,1.0,0,0,0,99889,False,2024,February
Hero,Hero,Alan Walker,NOG842303010,4367,20.1,76323780,15631,7617886,59.0,82546258,937660,813,174211,2356835,586156532,6.0,7051,0,5.0,127616,8.0,3480840,688,"601,868",368216,False,2023,May
Param Pom,Param Pom,TAIRA,USR3R2200084,4353,20.1,20855,14,6337,7.0,334451880,1636690,80,187207,3068694,91645044,0.0,100,0,0.0,0,0.0,0,0,0,0,False,2022,June
JAGERMEISTER,Jagermeister feat 2woBunnies Single,Ice Beats Slide,ZA56E2201859,4373,20.1,8434856,6522,537376,14.0,0,0,1400494,30455416,439574216,0,8.0,361,2,1.0,6375,0.0,20150,0,0,785803,False,2022,December
BIG BANK feat 2 Chainz Big Sean Nicki Minaj,Big Bank feat 2 Chainz Big Sean Nicki Minaj,YG,USUM71807398,4368,20.1,370693139,52213,12089613,56.0,354158650,2481689,53260,4933472,36764105,7138330,54.0,30350,32,2.0,2698,13.0,189684107,120848,0,3017513,True,2018,May
B n,B n i feat,Karik,VNA112300865,4376,20.1,19247151,3029,964740,57.0,99031817,396913,0,0,0,2119803,4.0,2,0,0.0,0,0.0,0,0,0,33574,False,2023,October
Drifting,Drifting,Ti,NLZ542300863,4345,20.1,101903591,22437,23826280,72.0,16541095,130658,3306,382974,7751938,135657768,29.0,17454,801,26.0,413945,6.0,4344303,448,0,480582,False,2023,June
